ajol_id,keyword
192712,RTE
192712,food-hazard
192713,Phenolic contents
192713,antioxidant activity
192713,Monodora tenuifolia
192715,Milkfish
192715,retort sterilization
192715,PUFA
192715,eicosapentaenoic acid
192715,docosahexaenoic acid
192715,linoleic acid
192717,Stereospecific
192717,hydrolysis
192717,rancidity
192717,soybean oil
192717,winged bean oil
192718,Millet
192718,nixtamalisation
192718,koko
192718,physicochemical
192718,proximate analysis
192719,Banana flour
192719,modification
192719,autoclaving
192719,acetylation
192719,functional properties
192720,Cowpea paste
192720,ingredient combination
192720,lactic fermentation
192720,optimization
192721,Soymilk
192721,tofu
192721,nutritive value
192721,microorganisms
192721,food safety
162700,Foxtail millet flour
162700,functional properties
162700,desert date
162700,Tuwan aduwa
162700,sensory properties
162702,“Akara”
162702,‘moimoi’
162702,sogginess
162702,sponginess
162702,taste
162709,Wheat
162709,maize
162709,hydrocolloids
162709,gluten
162709,bread
162718,Wheat
162718,cassava
162718,hydrocolloids
162718,flour
162718,bread
162719,Microorganisms
162719,lafun
162719,food safety
162719,microorganisms identification
162721,Kola nuts
162721,kidney function
162721,liver function
162721,liver enzymes
162721,caffeine
162722,Tigernut
162722,phenolic profile
162722,flavonoids
162722,antioxidant activity
162725,Whipping duration
162725,albumin
162725,protein
162725,density
162725,dehydration
162726,Preparation methods
162726,physico-chemical properties
162726,fortification
162726,complementary feeding
162726,response surface methodology
162727,Storage stability
162727,micronutrient fortification
162727,predigested soymilk
162727,complementary feeding and response surface methodology
162728,Assessment
162728,proximate
162728,microbiological characteristics
162728,storage stability
162728,plantain chips
162731,Pepper
162731,pretreatment
162731,physic-chemical
162731,colour
162731,rehydration properties
162732,Safety
162732,street foods
162732,hazards
162732,donkwa
162661,Native starch
162661,hypochlorite
162661,oxidized starch
162661,swelling index
162661,setback viscosity
162663,Pear fruits
162663,groundnut
162663,melon
162663,fatty acids
162663,cholesterol
162666,Flour dispersion
162666,gelatinization temperature
162666,unripe plantain
162666,viscosity
162666,water yam
162668,Cassava-roots
162668,peeling-treatment
162668,mineral
162668,antinutritional
162668,cassava-cultivar
162669,Sorghum
162669,pasteurization
162669,preservative
162669,proximate
162669,shelf life
162670,Walnuts
162670,fermentation
162670,fatty acids
162670,phospholipids
162671,Oil yield
162671,uniaxial compression
162671,particle size
162671,palm kernel
162673,Food safety
162673,toxicity
162673,micronutrients and concentrations
162674,Production
162674,utilization
162674,food security
162675,Jackfruit seed
162675,boiling
162675,roasting
162675,fermentation
162675,proximate composition
162676,Jackfruit seed
162676,micronutrients
162676,antinutrients
162677,Fermented citrullus vulgaris
162677,fermented parkia biglobosa
162677,iru
162677,ogiri
162677,biological activity
162677,fermented condiment
162677,nutrition
162678,Candies
162678,date nut
162678,groundnut
162678,vitamin composition
162678,physicochemical composition
162679,Cowpea
162679,decortication temperature
162679,functional
162679,pasting and sensory properties
162692,Vitamin A
162692,retinol
162692,fortification
162692,regulation
162692,method development
162694,Solid state fermentor
162694,onugbu soup
162694,ikokore
162694,aroma generation
162694,sensory evaluation
157757,Lasianthera africana leaf powder
157757,hypoglycaemic
157757,hypolipidemic
157757,diabetic rat
157758,Diabetes mellitus
157758,herbal tea
157758,antihyperglycemic
157758,hypolipidemic
157759,Tsire
157759,grilling
157759,volatile compounds
157759,thickness in sizes
157759,sensory attributes
157761,Gari
157761,fryer
157761,design
157761,frying methods
157761,trapezoidal shape
157763,Fresh fruit bunches
157763,standard specifications
157763,sterilization
157763,Tenera and Dura varieties
157764,Soup thickener
157764,peak viscosity
157764,pasting time
157764,breakdown viscosity
157764,response surface methodology
157766,Hydrocolloids
157766,gum
157766,plantain flour
157766,defatted soy flour
157766,composite bread
157767,Cassava flour
157767,lafun
157767,swelling
157767,viscosity
157767,health
157767,safety
157767,foreign matter
157768,Sweet potato flour
157768,elubo
157768,amala
157768,sensory quality
157768,quantitative descriptive analysis
157769,Red pepper
157769,rehydration
157769,chromatic colour
157769,ascorbic acid
157769,drying temperature
157770,Rice
157770,hybrids
157770,milling quality
157770,cooking quality
157770,pasting
157771,Bambara
157771,emulsion
157771,groundnut
157771,rheology
157771,stability
157773,Rice
157773,bambara groundnut
157773,extrusion
157773,process optimization
157773,response surface methodology
157775,African yam bean seed
157775,specific heat
157775,thermal conductivity
157775,moisture content
157775,temperature
157777,African yam bean seeds
157777,water absorption
157777,Peleg model
157777,temperature
157777,activation energy
157478,Fried fish
157478,street-vended
157478,quality
157478,safety
157478,PAHs
157478,heavy metals
157480,Brewers’ spent cassava flour
157480,wheat flour
157480,proximate
157480,functional properties
157483,Heavy metals
157483,vehicular emission
157483,expressway
157483,quality
157483,impact
157485,Palm kernel
157485,expeller
157485,capacity
157485,oil yield
157485,cake composition
157486,Yam flour
157486,amala
157486,machine efficiency
157505,Fermentation
157505,B. cereus
157505,enterotoxin
157505,wara
157505,nunu
157505,toxin
157508,Bifidobacterium adolescentis
157508,probiotic
157508,in-vivo safety
157508,yoghurt
157510,Antimicrobial preservative
157510,Alstonia boonei
157510,Euphorbia hirta
157510,crude extracts
157510,minced meat
157510,phytochemicals
157511,Bottled water
157511,escherichia coli
157511,enterobacter species
157511,MPN
157511,public health
157514,Ozone processing
157514,ozone facility
157514,Litopenaeus vannamei
157514,physicochemical properties
157514,microbial effectiveness
157515,Melon
157515,sesame
157515,snacks
157515,nutrition
157515,acceptability
157517,Liquid complementary food
157517,fortified soymilk
157517,predigested soymilk
157517,response surface methodology
157518,PFSP
157518,HQCF
157518,mixture design
157518,sensory evaluation
157518,biscuits
157520,Agidi
157520,fermented cereals
157520,pumpkin seed
157520,blend formulation
157520,nutrient
157520,acceptability
157521,Sensory
157521,storage stability
157521,salad cream
157522,Carrot
157522,storage
157522,blanching
157522,vitamin A
157522,mineral
157405,Sesame seed
157405,soaking
157405,sprouting
157405,proximate composition
157405,functional properties
157406,Cowpeas
157406,toasting
157406,cooking time
157406,nutrient composition
157406,functional properties
157407,Sample thickness
157407,sodium chloride solution
157407,water out flow
157407,moisture diffusivity
157407,β-carotene
157409,Cooking
157409,frying
157409,total carbohydrate
157409,vitamin C
157409,mineral content
157409,potato
157412,Weaning food
157412,functional properties
157412,under-utilized crops
157412,blends
157402,Processing
157402,nutrient
157402,false yam tuber
157424,Honey
157424,proximate
157424,mineral
157424,antibacterial
157424,organoleptic
157426,Cassava waste
157426,molecular characterization
157426,community DNA
157426,16S rRNA
157426,cloning
157428,Kunun-zaki
157428,sorghum
157428,potatoes
157428,reconstitution and evaluation
157430,Bacterial species
157430,ugba
157430,fermentation
157430,galacto-oligosaccharide
157430,hydrolysis
157431,RAPD
157431,canned food
157431,bacteria load
157431,plasmid profiling
157431,oligonucleotide primers
157434,Dioscorea bulbifera
157434,poultry manure
157434,proximate composition
157434,functional properties
157460,Rheology
157460,honey
157460,Carreau-Yasuda model
157460,Power Law model
157460,sucrose adulteration
157464,Yam
157464,storage
157464,pasting
157464,viscosity
157467,Elephant grass
157467,matrix
157467,base
157467,water-soluble vitamins
157467,blanching
157472,Okra
157472,phenolic
157472,flavonoid
157472,ferric reducing antioxidant power (FRAP) and DPPH Free radicalscavenging ability
157398,Dika kernel
157398,oil expression
157398,pressure
157398,moisture content
157398,temperature
157398,particle size
157399,Cocoyam
157399,proximate
157399,beverage
157399,sensory
157399,mineral
157403,Mucuna bean flour
157403,functional properties
157403,texturized meat analogue
157403,optimization
157411,Noodles
157411,soybean
157411,acha
157411,wheat
157411,acceptability
157413,Plantain
157413,millet
157413,fura
157413,powder
157413,grain
157415,Orange-fleshed sweet potato
157415,flour
157415,sun-drying
157415,physicochemical properties
157415,functional properties
157425,Campylobacter jejuni
157425,biofilm
157425,poultry
157425,abattoir
157427,Garlic acid
157427,flavonoid
157427,tannin
157427,inhibitory concentration
157427,cytotoxicity
157429,Aflatoxin
157429,contamination
157429,animal feed
157429,moulds
157429,concentration
157432,African breadfruit seeds
157432,alum
157432,trona
157432,steeping
157432,cooking
157432,chemical composition
157432,sensory quality
157433,Mungbean
157433,spontaneous
157433,backslopping
157433,chemical composition
157433,fermentation
157435,Maize
157435,cowpea
157435,physicochemical properties
157435,kokoro
157435,fortification
157436,Protein efficiency ratio
157436,toxicity
157436,weaning food
157436,aspartate amino transferase (AST)
157436,alanine amino transferase (ALT)
157437,Phytochemicals
157437,brine shrimp toxicity assay
157437,Thaumatococcus daniellii
157437,steaming
157437,flavour
157453,Legume seeds
157453,seed sprouting
157453,calcium
157453,haemaglutenin
157453,final viscosity
157454,Rice bran
157454,fermentation
157454,baker’s yeast
157454,protein extraction
157454,response surface methodology
157455,Cassava starch
157455,soy protein concentrate
157455,edible film
157455,toasted groundnuts
157455,shelf life extension
97714,Trees
97714,mistletoe
97714,phyto-chemicals
97714,vitamins
97714,minerals
97715,Wheat
97715,composite
97715,flour
97715,products
97715,challenges
97716,Ambient
97716,oiled
97716,refrigerated
97716,eggs
97716,yolk index and Haugh units
97717,Jack bean flour
97717,Jack bean protein
97717,bread
97719,Wild fruits
97719,minerals
97719,vitamins
97719,phytonutrients
97719,Nigeria
97721,Tamarind
97721,antioxidant activity
97721,breadfruit
97724,Wheat flour
97724,sweet potato starch
97724,noodles
97752,Fortification
97752,compliance
97752,vitamin A
97752,iron
97752,flour
97752,vegetable oils
97755,Polyethylene
97755,biodegradation
97755,prodigiosin
97755,serratia marcescens marcescens
97755,pigmentation
97760,Bifidobacterium
97760,probiotics
97760,16S rRNA
97760,survival at low temperature
97764,Soybeans
97764,enzymes
97764,anti-nutrients
97764,Lactobacillus plantarum
97764,alpha-galactosidase
97766,Fermentation
97766,nono
97766,soymilk
97766,soybean
97769,Almond oil
97769,almond seed
97769,applied pressure
97769,particle size
97769,pressing time
97775,Modelling
97775,cashew kernel
97775,thin layer
97775,drying
97775,moisture loss
97777,Cocoyam
97777,blanching
97777,sulphiting
97777,particle-size
97777,physicochemical properties
97779,Plantain
97779,slurry
97779,fermented
97779,bread
97779,sensory properties
97602,Thickners
97602,anti-nutritional
97602,functional properties
97603,Bread
97603,acha
97603,protein
97603,enrichment
97603,acceptability
97604,Honey
97604,sucrose sugar
97604,cassava-wheat bread
97604,dough
97604,pasting properties
97607,Mango seed flour
97607,antinutrients
97607,functional properties
97607,proximate composition
97608,Growing snail
97608,cassava
97608,snail feed
97608,feed conversion ratio
97608,and crude fibre
97612,candied-pineapple cake
97612,cherry cake
97612,chemical
97612,sensory
97612,microbial composition
97614,Fruit juice blend
97614,clove
97614,ginger
97614,physicochemical
97614,phytochemicals
97616,Leafy vegetables
97616,vitamins
97616,method
97616,time
97616,loss
97618,Persea americana
97618,maximum tolerable dose
97618,phytochemicals
97618,prothrombin time
97619,Proximate composition
97619,cholesterol
97619,health
97619,fast food
97619,nutrition
97620,Calotropis procera
97620,latex
97620,bioactive
97620,antimicrobial activity
97620,minimum inhibitory concentration
97621,Palm wine
97621,16S rRNA gene
97621,community DNA
97621,PCR
97621,lactic acid bacteria
97622,Spices
97622,dehydration
97622,temperature
97622,duration
97622,physical properties
97704,Hydrocolloids
97704,pre-fry drying
97704,frying
97704,colour
97704,texture
97706,Sorghum
97706,steeping period
97706,functional property
97706,foaming capacity and viscosity
97708,Brachystegia eurycoma flour
97708,pasting properties
97708,toasting time
97712,Chips
97712,fineness
97712,flour
97712,lafun and milling machines
85386,African Lettuce
85386,Refined Palm Kernel Oil
85386,Stability
85386,Quality Assessment Test and Methanol
85387,Kunun-zaki
85387,physicochemical
85387,beta-carotene
85387,sensory properties
85387,mango
85388,Flavonoid
85388,phenolic acid
85388,DPPH
85388,antioxidant activity
85389,Temperature
85389,soaking duration
85389,processing
85389,rice cultivars
85390,Cassava roots
85390,F. exasperata
85390,S. mombin
85390,steeping and stiff dough
85391,Phase separation
85391,moi-moi
85391,soyflour
85391,maize flour and cowpea varieties
85392,Ginger
85392,black pepper
85392,extracts
85392,soymilk
85392,kunun-zaki
85395,Wine production
85395,Table wine
85395,beverage
85395,tea bags
85395,Saccharomyces cerevisiae
85396,Combretodendron macrocarpum
85396,phytochemicals
85396,etiology
85396,minimum inhibitory concentration
85396,antimicrobials
85397,Moisture content
85397,nut size
85397,hot-oil roasting
85397,whole kernel out-turn
85397,cashew nuts
85398,Dambu-nama
85398,standardization
85398,physico-chemical
85398,microbiological and sensory evaluation
85399,Performance evaluation
85399,cassava
85399,food
85399,peeling
85399,machine
85400,Legume starch
85400,yield
85400,functional
85400,chemical composition
85400,pasting
85400,stiff porridge
85401,Low-sugar
85401,amyloglucosidase
85401,mashing
85401,banana fig
85402,Traditional cake
85402,proximate composition
85402,melon
85402,soybean
85402,amino acid content
85402,organoleptic properties
85403,Kerstingiella geocarpa seed
85403,specific heat
85403,thermal conductivity
85403,thermal diffusivity
85403,moisture content
85404,Tomato
85404,public health
85404,potential pathogen
85404,Nigeria
85405,Cassava
85405,enzyme
85405,ethanol
85405,Saccharomyces cerevisiae
85405,starch
83121,Human serum
83121,retinol
83121,â-carotene
83121,income
83121,sex
83121,social class
83122,Millet
83122,moisture content
83122,physical properties
83122,improved varieties
83123,Breadfruit
83123,flour
83123,composition
83123,pasting properties
83125,Ofada rice
83125,grain size and shape
83125,peak viscosity
83125,gelatinization temperature
83126,Cassia sieberiana
83126,roasting temperature
83126,roasting duration
83126,proximate composition
83126,physical properties
83127,Fungi
83127,fermentation
83127,millet
83128,Condiments
83128,mineral composition
83128,nutrients
83128,antimicrobial activity
83128,Irvinga gabonensis
83128,Parkia biglobosa
83128,Prosopis africana
83133,Retted cassava
83133,fufu
83133,spoilage
83133,organoleptic quality
83134,HACCP
83134,contamination
83134,fermentation
83134,condiments
83134,processing
83134,environmental sanitation
83139,Cowpea
83139,boiling
83139,dehulling
83139,proximate
83139,tannin
83143,Noodles
83143,cassava
83143,soy flour
83143,carrot
83143,carotenoids
83145,Acha
83145,soybean
83145,sensory properties
83145,extrusion
83145,extrudates
83146,Wheat flour substitution
83146,African Yam Bean water-extractable proteins
83146,bread
83146,cookies
83146,physical
83146,chemical and sensory properties
83147,Pigeon pea
83147,unripe banana
83147,blending
83147,nutrients
83147,acceptability
83149,‘Abacha’ slices
83149,cassava chips
83149,fresh cassava root
83149,Hydrogen cyanide
83149,TTA
83150,Plantain
83150,roaster
83150,design
83150,fabrication
83150,quality
83144,Torque
83144,pressure
83144,specific mechanical energy
83144,fura
83144,soybean
83144,extrusion
83144,feed moisture
83144,feed composition
83144,screw speed
80600,Antioxidants
80600,palm olein
80600,butylated hydroxyltoluene
80600,rosemary extract
80600,á- tocopherol
80601,Moin-moin
80601,cowpea flour
80601,phase separation
80601,cowpea varieties
80602,Fruits
80602,packaging
80602,transportation
80602,losses
80603,Physical
80603,proximate composition
80603,indigenous rice
80603,South East Nigeria
80604,Kola nuts
80604,processing
80604,alkaloids
80604,absorbance
80604,colour
80605,Isoberlinia doka
80605,seeds
80605,nutrients
80605,anti-nutrients
80606,Blanching
80606,soaking
80606,roasting
80606,functional properties
80606,processing treatments
80607,Linamarase
80607,microorganisms
80607,fermentation
80607,cyanogens breakdown
80607,gari production
80608,pH
80608,meat samples
80608,meat safety
80608,frozen meat
80609,Deterioration
80609,cocoyam
80609,radial growth
80609,bio-preservative
80609,minimum inhibitory concentration
80611,Drying
80611,functional
80611,pasting
80611,tapioca
80615,Soyamilk whey
80615,visible coagulation time
80615,sprouted soybeans
80615,beta-glucanase
80615,SDS-PAGE electrophoresis
80617,Soup balls
80617,soybean
80617,melon
80617,Bambara groundnut
80617,acceptability
80620,Ice cream
80620,production
80620,quality characteristics
80620,suitability
80620,tiger-nut
80624,Okra
80624,storage period
80624,quality
80624,“orunla” powder
80638,Dambu-nama
80638,sorption isotherms
80638,equilibrium moisture content
80638,sigmoidal
80638,water activity
80641,Drying surface
80641,cassava chips
80641,hydration kinetics
80641,Peleg’s constant
80641,loading rate
73643,Annealing
73643,legume starch
73643,physicochemical properties
73644,Cowpea starch
73644,instant noodles
73644,chemical composition
73644,resistant starch
73644,total starch
73644,acceptability
73645,Okra
73645,pre-treatment
73645,drying characteristics
73646,Cottonseed
73646,nutrient
73646,anti-nutrient
73646,fermentation
73646,sprouting
73647,Soluble nutrient production
73647,soluble sugars
73647,free amino acids
73647,melon varieties
73647,fermentation
73648,Microbiological safety
73648,total viable bacterial counts
73648,total fungal counts
73648,contamination
73648,consumption
73649,Microbial safety
73649,Aspergillus flavus
73649,Aspergillus fusarium
73649,Allium sativum
73650,Okra gum
73650,drying
73650,flow behaviour
73650,apparent viscosity
73650,activation energy
73705,Dakuwa
73705,proximate
73705,mineral
73705,microbiological
73705,sensory
73705,traditional
73705,standardize
73706,African pear
73706,pulp
73706,biscuits
73706,substitution
73707,Soymilk
73707,Beta-glucanase
73707,sprouted soybeans
73707,glucans
73707,reducing sugars
73708,Survey
73708,traditional
73708,dakuwa
73708,ingredients
73708,ratio
73708,culture
73708,senses
73710,proximate analysis
73710,banana
73710,mineral elements
73711,Glucose syrup
73711,starch hydrolysis
73711,dextrose equivalent (DE)
73711,apparent viscosity
73711,starch yield
73712,Jam
73712,processing
73712,properties
73712,Roselle calyx
73713,Moringa
73713,toxicants
73713,boiling
73713,drying
73713,chemical composition
73714,Catfish fillet
73714,thermal conductivity
73714,thermal diffusivity
73714,specific heat
73714,density
62630,Tigernut
62630,starch
62630,chemical
62630,functional and pasting
62631,Tread softly
62631,phytochemicals
62631,nutrients
62631,antinutrients
62632,Maize
62632,bambaranut
62632,chemical evaluation
62632,sensory evaluation and biological evaluation
62633,underutilized fruit
62633,tamarind
62633,nutrients
62633,sugar
62633,dietary fibre
62634,Vitamins
62634,minerals
62634,inorganic fertilizer and Ocimum gratissimum
62635,Fast food
62635,safety
62635,satisfaction
62635,restaurants
62635,organism
62637,Whole tomatoes
62637,soak treatment
62637,brine composition
62637,physicochemical properties
62637,sensory analysis
62638,Pineapple
62638,exposure time
62638,environment
62638,fruit
69848,Wheat-tigernut cake
69848,retrogradation
69848,water soluble starch
69848,peroxide value
62640,Yam-Cassava Flours
62640,Package
62640,Storage
62640,Chemical properties
62642,Functional foods
62642,nutriceuticals
62642,dietary supplements
62642,phytochemicals
62643,Nutrient
62643,quality
62643,evaluation
62643,Soybean-Acha
62643,biscuit
62644,Ethanol yield
62644,Yam flour
62644,Cocoyam flour
62644,Starch hydrolysis
62644,Limit destrinase
62645,Hydrocolloids
62645,Stability
62645,Viscosity
62645,Mouth - feel
62647,Jatropha curcas
62647,Bacillus subtilis
62647,MIC
62654,Roasting
62654,Fermentation
62654,Malting
62654,Complementary food
62654,Physico-chemical Evaluation
62656,soybean
62656,tempeh
62656,snack
62656,fermentation
62656,optimizatio
62657,Particle size
62657,moisture
62657,viscosity
62657,paste
62657,maize
62657,cowpea and sorghum
62658,Tiger-nut extract
62658,beverage
62658,processing
62658,properties
62661,Spices
62661,Zobo drink
62661,Preservative effect
62661,Flavour acceptability
62661,Spice concentration
62662,Sour starch
62662,Bread
62662,Soy flour
62662,Properties
62662,Fortification
69844,Stove
69844,biomass
69844,wood fuel
69844,corncobs
69844,charcoal
69844,airflow rate
57398,words
57398,Design
57398,Fabrication
57398,Performance
57398,Soy-gari
57398,Mixing
57400,Cucumeropsis mannii
57400,protein fractions
57400,amino acid composition
57400,protein quality
57402,Monodora
57402,African nutmeg
57402,essential oil
57402,Black Pepper
57402,Piper nigrum
57402,flavour encapsulation
57404,Parkia biglobosa
57404,raffinose-series oligosaccharides
57404,carbohydrates
57404,processing
57404,fermentation
57405,Fermented maize beverage
57405,probiotic
57405,volatiles
57405,GCFID
57407,Local spices
57407,mineral elements
57407,analyses
57409,Design
57409,Fabrication
57409,Performance
57409,Soy-gari
57409,Mixing
57410,Iron fortification
57410,gari
57410,iron
57410,bioavaialability
57410,rats
57411,Electronic nose
57411,principal component analysis
57411,aroma discrimination
57411,grading
57411,sensory evaluation
57411,ginger
57413,Probiotics
57413,Yoghurt
57413,Acceptability
57413,Quality
57413,Gastrointestinal tract
57413,Shelf-life
57416,Storage temperature
57416,microbiology
57416,'Ogi’
57417,Microorganisms
57417,fermentation
57417,Condiment
57418,words
57418,Water treatment
57418,microbiological contaminants
57418,odour
57418,taste
57418,total hardness
57420,Design
57420,Fabrication
57420,Performance
57420,Soy-gari
57420,Mixing
57422,Okra seed
57422,treatments
57422,instant beverage
57422,cost analysis
57424,Maize
57424,proximate composition
57424,floater test
57424,germination capacity
57424,hydration capacity
57424,thousand-grain weight
57426,Baker's yeast
57426,viability
57426,acidity
57426,dough leavening
57426,baking properties
57426,bread staling
57428,Cocoyam
57428,wheat
57428,African breadfruit
57428,noodles
57430,wheat
57430,fluted pumpkin seed
57430,bread
57430,quality
57432,Candy
57432,Gums
57432,Functional properties
47465,Tomato seed
47465,extraction yield
47465,solvent extraction
47465,fatty acid composition
47466,Fruit juices
47466,pH
47466,vitamin C
47466,storage
47467,Pigeon pea
47467,Sprouting
47467,Boiling
47467,Roasting
47467,Tannin and Trypsin inhibitor
47470,Stored kolanuts
47470,kolanut weevil
47470,essential oils
47470,insect mortality
47473,Edible plants
47473,Nutrients
47473,Antinutrients
47473,Technological processes
47496,Germination
47496,Fermentation
47496,Response surface methodology
47497,Preservation
47497,high moisture
47497,shelled corn
47497,anhydrous ammonia
47497,micro- organisms
47448,Amaranthus hybridus
47448,Celosia argentea
47448,Vitamin C
47448,total phenol
47448,reducing power
47448,Chlorophyll
47449,Ginger grading
47449,essential oil
47449,yield
47449,composition
47450,Pathogenic
47450,ogi
47450,fermentation
47450,weaning
47450,cereal porridge
47451,mepba12002@yahoo.co.uk
47452,‘Abacha’
47452,hydrogen cyanide
47452,yield
47452,sensory properties
47452,sun drying
47453,proximate composition
47453,sensory evaluation
47453,comparative
47453,acceptable
47454,Soy milk
47454,probiotic
47454,shelf life
47454,sensory evaluation
47454,quality
47455,Collection efficiency
47455,System drying efficiency
47457,Tigernut
47457,roasting
47457,germination
47457,pregelatinization
47457,beverage
47457,quality attributes
47458,Pear
47458,fruits
47458,temperature
47458,humidity
47458,shelf life
47458,ambient and quality
47459,African pear fruits
47459,microfilms
47459,coating materials
47459,ambient and refrigeration temperatures and shelf life
47460,Cassava Mosaic Disease
47460,noodles
47460,extrusion
47460,sensory evaluation
47460,hydrogen cyanide
47460,principal components
47460,Eigenanalysis
47460,correlation matrix
47461,Portulaca
47461,Arum
47461,Protein
47461,Total Nitrogen
47461,Nutritional Value
47461,Iran
47462,Beef
47462,Pork
47462,Longissimus dorsi
47462,psoas major
47462,technological quality
47463,Cassava starch
47463,fermented
47463,cowpea
47463,dough rheology
47463,baking
47463,bread
47464,Dehulling Efficiency
47464,Soybeans
47464,Commercial Rice Milling Machines
47464,Attrition Milling Machines
257689,Health literacy
257689,Health policy
257689,Health promotion
257689,Nigeria
257689,Policy Recommendations
257691,heavy metal exposure
257691,kidney disease
257691,renal impairment
257691,observational study
257695,Blood donation
257695,ferritin
257695,iron deficiency anaemia
257695,pre-donation
257695,post-donation
257700,People living with HIV
257700,PLHIV
257700,health related quality of life
257700,HRQOL
257700,Human Immune-Deficiency Virus
257700,HIV
257700,anti-retroviral therapy
257700,ART
257700,Medication Adherence
257700,WHOQOL-(BREF)
257702,Children Emergency Room
257702,Neurological Emergencies
257702,Outcome
257702,Pattern
257702,tertiary hospital
257704,Attitude
257704,Childhood seizures
257704,First aid
257704,Knowledge
257704,Home interventions
257705,COVID-19
257705,Knowledge
257705,Attitude
257705,Practice
257705,Medical students
257705,Non-Medical students
257705,undergraduates
257706,Food
257706,Hygiene
257706,Education
257706,Children
257706,Mothers
257707,health insurance
257707,healthcare providers
257707,satisfaction
257707,Health Maintenance Organization
257707,HMO
257707,billing rates
257707,payment models
257707,Nigeria
257708,Cervical cancer
257708,assessment
257708,prevention
257708,cervical cancer screening
257708,women of reproductive age
257708,Nigeria
257710,Mother
257710,Child
257710,ORT
257710,Knowledge
257710,Diarrhea
257710,Dehydration
257710,Management
257710,Acceptance
257711,: Antibiotic
257711,Prescriptions
257711,Paediatrics
257711,Stewardship
257711,Infection
257712,Lifestyle
257712,doctors
257712,exercise
257712,preventive health
257712,Port Harcourt
257713,: Responsiveness
257713,orthopaedic services
257713,dignity
257713,confidentiality
257713,autonomy
257713,choice of providers
257713,University of Port Harcourt Teaching Hospital
257713,UPTH
257713,Nigeria
253219,Artificial intelligence
253219,contemporary medical practice
253219,benefits
253219,the future
253220,K13-propeller gene polymorphism
253220,Artemisinin resistance
253220,Malaria
253220,Plasmodium falciparum
253220,Nigeria
253221,Sickle cell disease
253221,splenomegaly
253221,sequestration crisis
253221,hypersplenism
253221,autosplenectomy
253221,infection induced haemolysis
253221,autoimmune haemolysis
253222,Sexual and gender-based violence
253222,social
253222,cultural
253222,economic
253222,Rivers State
253223,Integrated Management of Childhood Illnesses
253223,key household practices
253223,child nutritional status
253223,under-five children
253223,urban and rural communities
253224,Dental
253224,education
253224,environmental
253224,covid
253224,stress
253224,Benin-City
253224,Nigeria
253225,Tuberculosis
253225,Rifampicin resistance
253225,GeneXpert
253225,Ziehl Neelsen test
253225,Risk factors
253225,Kaduna State
253227,Caregiver
253227,Under-fives
253227,diarrhoea
253227,Home – based
253227,knowledge
253227,Northern Nigeria
253228,Perception
253228,Healthcare facilities
253228,Healthcare workers
253228,COVID- 19
253228,Tanzania
253229,Knowledge
253229,attitude
253229,health management information system
253229,HMIS
253229,midwives
253229,teaching hospital
253229,Abia State
253230,Case report
253230,Haemoglobin SC
253230,Lassa fever disease
253230,sickle cell disease
253230,Nigeria
253231,Long Vermiform Appendix
253231,Inguinal Hernia
253231,Amyand Hernia
253231,RSUTH
253231,Port Harcourt
253231,Nigeria
246153,Prevalence
246153,Endemicity
246153,Hepatitis B Virus (HBV)
246153,sociodemographic
246154,prevalence
246154,renal dysfunction
246154,cardiovascular risk factors
246154,young adults
246154,Nigeria
246155,Keloid
246155,treatment
246155,quality of life
246155,dermatology quality of life index
246155,intralesional
246206,Birth preparedness
246206,Complication readiness
246206,Pregnant women
246206,Awareness
246206,Practice
246208,Practice
246208,compliance
246208,covid-19
246208,education
246208,knowledge
246208,prevention
246208,vaccine
246209,Foreign body
246209,foreign body ingestion
246209,foreign body inhalation
246209,foreign body in children
246209,Port Harcourt
246212,Heart Failure
246212,Depression
246212,Nigeria
246212,PHQ-9
246212,Risk Factors
246249,Musculoskeletal Pain
246249,Health & Safety Measures
246249,Construction Workers
246249,Port Harcourt
246249,Nigeria
246250,Surgical Cancer Patients
246250,CAM Products Usage
246250,Prevalence
246250,Port Harcourt
246250,Nigeria
246252,Dietary practice
246252,Health education intervention
246252,Adolescent girls
246252,Cluster randomized control trial
246252,KoBo collect toolbox
246255,Cervical cancer
246255,awareness
246255,screening methods
246255,uptake
246258,Harmful traditional practices
246258,adolescents
246258,perception
246258,complications
246268,MDR –TB
246268,Community
246268,Facility
246268,models
246268,comparative
246268,QOL
246270,DRESS
246270,Carbamazepine
246270,eosinophilia
246270,drug reaction
154263,Laryngoscopy
154263,laryngeal mirror
154263,fibreoptic laryngoscopy
154263,rigid laryngoscopy
154263,hoarseness
154263,globuspharyngeus
154264,General practice
154264,Patients’ satisfaction
154264,predictors of satisfaction
154264,Primary health Centre
154264,Tertiary health Centre
154265,HIV
154265,surveillance
154265,Rivers State
154266,HAART
154266,HIV
154266,PMTCT
154266,pregnancy
154266,Port Harcourt
154266,Nigeria
154267,Oral hygiene
154267,pregnant women
154267,antenatal clinic
154267,secondary health facilities
149492,Survey
149492,Knowledge
149492,Diabetes Mellitus
149492,Health care providers
149492,Nigeria
149494,Prevalence
149494,Predictors
149494,generalised obesity
149494,rural
149494,Niger Delta
149495,Antenatal care services
149495,Patients satisfaction
149495,Antenatal visits
149495,Perinatal mortality
149496,Malaria prevention
149496,Malaria treatment
149496,Pregnant women
149498,Bone graft
149498,Bone defects
